name,kind,latitude,longitude,wind_speed_kmh,wind_gust_kmh,air_temperature_c,wind_from_degrees,u_ms,v_ms,valid_at_utc,model_run_utc,method
,grid,43.25,-5.5,6.4,5.5,10.6,162.6,-0.5345,1.7034,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-5.25,7.7,6.6,10.7,166.7,-0.4945,2.0934,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-5.0,9.6,8.0,10.5,167.8,-0.5645,2.6034,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-4.75,8.9,7.6,10.6,205.6,1.0655,2.2234,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-4.5,7.6,5.8,9.9,198.9,0.6855,2.0034,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-4.25,7.3,5.1,9.0,189.5,0.3355,2.0034,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-4.0,8.1,8.0,9.6,171.9,-0.3145,2.2234,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-3.75,8.0,6.6,9.3,158.1,-0.8345,2.0734,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-3.5,7.2,6.2,9.7,174.5,-0.1945,2.0034,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-3.25,5.8,5.1,10.4,180.9,0.0255,1.6234,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-3.0,6.6,7.6,11.7,171.4,-0.2745,1.8234,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-2.75,6.4,5.5,10.8,164.4,-0.4745,1.7034,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-2.5,5.9,5.1,10.5,172.8,-0.2045,1.6234,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-2.25,6.8,5.1,13.0,174.7,-0.1745,1.8734,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-2.0,6.3,5.5,10.7,172.3,-0.2345,1.7334,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-1.75,6.6,5.8,10.4,179.9,-0.0045,1.8434,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-1.5,4.7,4.0,10.6,187.3,0.1655,1.2934,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.5,-8.25,9.3,12.3,14.3,96.1,-2.5645,0.2734,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.5,-8.0,5.8,5.1,11.0,101.2,-1.5845,0.3134,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.5,-7.75,4.2,3.7,10.6,95.5,-1.1745,0.1134,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.5,-7.5,1.1,1.2,11.0,36.4,-0.1745,-0.2366,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.5,-7.25,2.9,2.6,11.1,216.6,0.4855,0.6534,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.5,-7.0,3.9,3.3,11.1,178.7,-0.0245,1.0734,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.5,-6.75,4.5,3.7,11.4,175.2,-0.1045,1.2334,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.5,-6.5,4.9,4.0,11.0,178.1,-0.0445,1.3634,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.5,-6.25,4.4,3.7,11.4,185.4,0.1155,1.2134,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.5,-6.0,4.2,3.7,11.8,171.9,-0.1645,1.1534,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.5,-5.75,3.5,3.0,11.7,173.2,-0.1145,0.9634,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.5,-5.5,4.8,4.8,12.5,160.6,-0.4445,1.2634,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.5,-5.25,6.7,9.1,13.6,137.6,-1.2545,1.3734,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,27.75,-18.0,26.0,32.1,23.4,30.7,-3.6845,-6.1966,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,28.0,-15.75,16.7,17.7,19.4,44.2,-3.2245,-3.3166,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,28.0,-15.5,14.7,18.8,17.6,0.2,-0.0145,-4.0966,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,28.25,-16.75,9.2,9.4,13.9,76.1,-2.4845,-0.6166,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,28.25,-16.5,7.8,8.4,14.0,314.5,1.5455,-1.5166,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,28.25,-14.0,12.4,18.1,20.7,6.9,-0.4145,-3.4166,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,28.5,-16.25,13.2,17.4,21.4,0.4,-0.0245,-3.6766,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,28.5,-14.0,17.8,22.4,21.3,12.9,-1.1045,-4.8266,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,28.75,-18.0,16.4,18.8,22.4,49.7,-3.4745,-2.9466,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,28.75,-17.75,20.2,21.0,19.9,33.5,-3.1045,-4.6866,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,29.0,-13.75,21.2,23.5,22.1,12.9,-1.3145,-5.7366,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,29.0,-13.5,22.5,24.6,22.5,9.3,-1.0145,-6.1766,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,29.25,-13.5,23.3,24.2,23.0,10.4,-1.1745,-6.3766,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Madrid,interpolated_city,40.4168,-3.7038,9.0,10.0,18.2,61.3,-2.1982,-1.203,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Barcelona,interpolated_city,41.3874,2.1686,4.4,5.0,21.7,319.1,0.8055,-0.9314,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Valencia,interpolated_city,39.4699,-0.3763,5.7,6.0,20.1,334.3,0.6846,-1.4198,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Sevilla,interpolated_city,37.3891,-5.9845,10.2,12.4,19.4,24.8,-1.1895,-2.5701,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
A Coruña,interpolated_city,43.3623,-8.4115,7.7,11.9,13.2,85.8,-2.1404,-0.1557,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Vigo,interpolated_city,42.2406,-8.7207,9.7,9.9,14.8,95.8,-2.6718,0.2694,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Oviedo,interpolated_city,43.3619,-5.8494,4.7,4.0,11.2,180.0,0.0009,1.2997,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Bilbao,interpolated_city,43.263,-2.935,6.9,7.6,11.7,165.6,-0.4739,1.8438,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Zaragoza,interpolated_city,41.6488,-0.8891,7.8,9.5,13.0,291.2,2.0174,-0.7811,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Valladolid,interpolated_city,41.6523,-4.7245,9.8,11.0,11.3,55.1,-2.2317,-1.5579,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Salamanca,interpolated_city,40.9701,-5.6635,8.6,9.5,11.8,55.8,-1.9647,-1.3362,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Cáceres,interpolated_city,39.4753,-6.3724,7.6,9.3,18.1,61.4,-1.8498,-1.0079,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Murcia,interpolated_city,37.9922,-1.1307,6.1,12.0,20.3,15.1,-0.4416,-1.6414,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Málaga,interpolated_city,36.7213,-4.4214,5.2,6.2,20.3,2.6,-0.0661,-1.4382,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Tarifa,interpolated_city,36.014,-5.604,38.9,58.3,21.5,79.9,-10.6379,-1.8965,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Almería,interpolated_city,36.834,-2.4637,16.9,22.9,21.9,37.8,-2.8709,-3.7033,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Palma,interpolated_city,39.5696,2.6502,12.8,18.3,19.9,55.6,-2.9412,-2.0153,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Ibiza,interpolated_city,38.9067,1.4206,16.9,21.1,23.0,72.7,-4.4875,-1.3993,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Maó,interpolated_city,39.8885,4.2658,20.1,24.1,23.6,9.0,-0.8731,-5.5269,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Ceuta,interpolated_city,35.8894,-5.3213,32.7,48.1,22.0,84.8,-9.0456,-0.8259,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Melilla,interpolated_city,35.2923,-2.9381,18.1,26.3,22.7,71.2,-4.7552,-1.6143,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Igea,interpolated_city,42.0677,-2.0117,1.7,2.5,10.8,281.7,0.4635,-0.0958,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Las Palmas,interpolated_city,28.1235,-15.4363,16.8,19.8,20.9,10.3,-0.8375,-4.5898,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Santa Cruz de Tenerife,interpolated_city,28.4636,-16.2518,14.7,19.1,21.6,2.4,-0.1735,-4.0842,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Arrecife,interpolated_city,28.963,-13.5477,22.1,24.2,22.5,9.6,-1.0254,-6.059,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Puerto del Rosario,interpolated_city,28.5004,-13.8627,19.8,22.6,22.1,12.0,-1.1438,-5.3761,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Santa Cruz de La Palma,interpolated_city,28.6835,-17.7642,22.5,23.6,20.7,33.0,-3.4047,-5.2494,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
San Sebastián de La Gomera,interpolated_city,28.0916,-17.1133,11.5,16.0,22.5,15.3,-0.8437,-3.0751,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
Valverde,interpolated_city,27.806,-17.9158,27.5,32.3,23.4,34.5,-4.3217,-6.2902,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
